"","Name","p_value","p_adj","time0","time12","Group","Logfc"
"1","POTEF_HUMAN",0.29450739368011,0.578824220104853,1.34211467880372e-06,7.37644660379845e-06,"time12",2.45841805593075
"2","TBAL3_HUMAN",0.352542137499713,0.652260371660707,4.09493032317623e-06,1.45984963445597e-05,"time12",1.83390896897541
"3","CLCA1_HUMAN",0.80014929221943,0.947500110365741,0.0157106273785251,0.0152010523651017,"time0",-0.0475695889306467
"4","PSD11_HUMAN",0.504903176723131,0.75869048777444,1.31338730828515e-05,6.69494863313389e-05,"time12",2.34978056738186
"5","F16P2_HUMAN",0.0972010883062347,0.35605809959842,3.58848480590305e-05,1.10023944395518e-05,"time0",-1.70555728204324
"6","CASQ2_HUMAN",0.17022201823736,0.433569983671841,7.84945216534211e-05,0.000117060286000129,"time12",0.576587835546402
"7","ZZEF1_HUMAN",0.334231955464929,0.626547032026666,0.000158248527241785,0.000197352606032691,"time12",0.318583496974986
"8","TREA_HUMAN",0.90033131176146,0.989990565375239,0.000380019655768133,0.000698669847417998,"time12",0.878536837997822
"9","AT8B1_HUMAN",0.573655097417263,0.810537550579616,4.5184979051779e-05,4.41744451407096e-05,"time0",-0.032631240136546
"10","GET3_HUMAN",0.672603817441517,0.871346485307359,3.31592233420027e-06,8.71692010609034e-06,"time12",1.39440827046424
"11","ST1B1_HUMAN",0.640744318210405,0.852323858797736,0.000127764556021911,0.000167282918233267,"time12",0.388802470343583
"12","AK1BA_HUMAN",0.119250949673853,0.376302996748602,0.000909062950367227,0.000735489658477519,"time0",-0.305675144676563
"13","UGDH_HUMAN",0.5591170586332,0.801965882079943,0.0001719447150676,0.000298847460804301,"time12",0.797464511233737
"14","USO1_HUMAN",0.116924826159794,0.372093945969842,2.11981232367047e-05,5.42285912252971e-05,"time12",1.35511714956941
"15","ZG16_HUMAN",0.498894849210046,0.757679877944669,0.0184734064362448,0.0169363449988173,"time0",-0.125327356216813
"16","SC22B_HUMAN",0.188048638968617,0.454517561422018,0.000330342909438417,0.000304918615312248,"time0",-0.115540148971566
"17","SF3B1_HUMAN",0.0516462183078041,0.290828461911337,8.3363702492984e-06,4.65283820797824e-05,"time12",2.48061976186016
"18","TIPRL_HUMAN",0.230024245060274,0.518467346008871,4.52842227996213e-06,1.30625627835552e-05,"time12",1.52835756901274
"19","UDB17_HUMAN",0.186603142815846,0.452951218458977,0.000641334674562936,0.000535173998494916,"time0",-0.261069386262204
"20","DYSF_HUMAN",0.138683310508103,0.394464037926969,2.60096410227301e-05,1.3178886389818e-05,"time0",-0.980818019382546
"21","ATP5H_HUMAN",0.0672992995238676,0.310780505118348,0.000113089610332614,0.000109628239556169,"time0",-0.04484691794216
"22","UFL1_HUMAN",0.146081528322187,0.401252721369083,6.92462148730276e-05,6.36825611258453e-05,"time0",-0.120836854909447
"23","SNX4_HUMAN",0.615518503675301,0.836747352376546,2.49112375960581e-05,2.65721794550359e-05,"time12",0.0931198660102261
"24","SGPL1_HUMAN",0.812896878972329,0.95201119021914,4.67982305080652e-05,5.40933355688122e-05,"time12",0.208996880471137
"25","VNN1_HUMAN",0.928812384641635,0.992390523887771,0.00114898605151137,0.00120753330001456,"time12",0.0717016906277374
"26","TOM40_HUMAN",0.897142487591123,0.989990565375239,2.95172486877302e-05,3.68394883085879e-05,"time12",0.319694769294842
"27","ADH1G_HUMAN",0.0209897470725275,0.205554764434408,4.33707058725063e-05,0.00040049109837007,"time12",3.20697734767529
"28","OTC_HUMAN",0.0591105680581476,0.290828461911337,6.86728375461254e-05,7.83362474761839e-05,"time12",0.189940444165271
"29","A2MG_HUMAN",0.44886592104606,0.724306372597052,0.00544501745706068,0.00608208402428212,"time12",0.159629073088898
"30","CO5_HUMAN",0.755657737671463,0.935105871454011,3.67470497135961e-05,5.13506272597593e-05,"time12",0.482753473620825
"31","CYTN_HUMAN",0.0703439179988105,0.31710591605813,0.000148443864867186,0.00026055289581709,"time12",0.811658820672364
"32","CYTA_HUMAN",0.838187450203049,0.960176266395079,0.000141476197173736,0.000166660251978925,"time12",0.236350720888706
"33","PIGR_HUMAN",0.577162178233266,0.81080553128575,0.0162825097340101,0.0144739623901511,"time0",-0.169863161190222
"34","IGHM_HUMAN",0.905978241236881,0.989990565375239,0.00428260065143324,0.00529710876402846,"time12",0.306717977869554
"35","CO3A1_HUMAN",0.572043056700026,0.810275451884326,0.000109360027977258,0.000146103888186444,"time12",0.417909055204547
"36","K1C14_HUMAN",0.985744293538108,1,0.000333497725739995,0.000324098433303172,"time0",-0.0412448764420413
"37","FIBA_HUMAN",0.812896878972329,0.95201119021914,0.000239321742983302,0.000239833233312676,"time12",0.00308010926923357
"38","MYP2_HUMAN",0.920344325445942,0.990067380403968,7.65125354934144e-05,7.00137789033779e-05,"time0",-0.128057255950077
"39","HEMO_HUMAN",0.602112702844855,0.828087203912537,0.000134872446527051,0.000162174754124439,"time12",0.265953605382291
"40","SMR3B_HUMAN",0.45925675614403,0.732746734521936,0.00104126617889312,0.000798052461414179,"time0",-0.383783419112424
"41","FUCO_HUMAN",0.213691191807883,0.491403226505578,8.06475280719105e-05,7.86542488643245e-05,"time0",-0.0361056125688027
"42","AT1A1_HUMAN",0.138627777271957,0.394464037926969,0.000591160633160286,0.00114725202024482,"time12",0.956560242069108
"43","S10A8_HUMAN",0.00137144338805228,0.0557509710743307,0.0258817900244715,0.013276978279054,"time0",-0.963010560176251
"44","PERM_HUMAN",1.72265572473407e-05,0.00489234225824475,0.0251840637796138,0.00883459146804367,"time0",-1.51127577176925
"45","MYL1_HUMAN",0.309201500960626,0.599407687869063,0.0120694427073961,0.0134564678444454,"time12",0.156940707273271
"46","S10A9_HUMAN",0.00516417797189206,0.108639003260544,0.116125418703063,0.0732843804541221,"time0",-0.664106152550013
