"FeatureID","Time","n","prevalence","mean","sd","median","iqr","sum_abundance"
"Alloscardovia_omnicolens","T0",34,2.941176470588235,1.4147972782571165e-6,8.249614870475307e-6,0,0,4.810310746074196e-5
"Alloscardovia_omnicolens","T12",34,5.88235294117647,3.078305188048401e-6,1.4298643356426553e-5,0,0,1.0466237639364563e-4
"Amedibacillus_dolichus","T0",34,2.941176470588235,7.006014940508206e-5,4.085173609267081e-4,0,0,0.00238204507977279
"Amedibacillus_dolichus","T12",34,5.88235294117647,1.9344978079085273e-5,1.0829730352356132e-4,0,0,6.577292546888992e-4
"Amedibacterium_intestinale","T0",34,2.941176470588235,2.588424776348972e-5,1.509298035431656e-4,0,0,8.800644239586505e-4
"Amedibacterium_intestinale","T12",34,2.941176470588235,5.502942827353436e-6,3.208739490638187e-5,0,0,1.8710005613001683e-4
"Anaerobutyricum_hallii","T0",34,52.94117647058824,0.008114418316805847,0.021627097671703257,6.433175854058164e-5,0.003970050954423619,0.2758902227713988
"Anaerobutyricum_hallii","T12",34,64.70588235294117,0.010501234693957728,0.019112669044021813,0.0012841311096551261,0.006032506315961652,0.35704197959456274
"Anaerobutyricum_soehngenii","T0",34,52.94117647058824,0.005116491677561425,0.013165799381001212,4.7393910336729003e-4,0.0021117742884017338,0.17396071703708846
"Anaerobutyricum_soehngenii","T12",34,55.88235294117647,0.013023802844546146,0.02586344273164768,0.0019049476356116273,0.01521779059600952,0.4428092967145689
"Anaerococcus_obesiensis","T0",34,14.705882352941178,3.231370398029345e-5,1.1364247995707278e-4,0,0,0.0010986659353299773
"Anaerococcus_obesiensis","T12",34,2.941176470588235,2.666350487333528e-6,1.5547361426439126e-5,0,0,9.065591656933996e-5
"Anaerofustis_stercorihominis","T0",34,5.88235294117647,9.75421696256984e-7,4.160096713475746e-6,0,0,3.316433767273745e-5
"Anaerofustis_stercorihominis","T12",34,8.823529411764707,7.35337657509539e-5,4.078234583798953e-4,0,0,0.0025001480355324327
"Anaeroglobus_geminatus","T0",34,5.88235294117647,6.158932279652586e-5,3.4218190476631953e-4,0,0,0.002094036975081879
"Anaeroglobus_geminatus","T12",34,0,0,0,0,0,0
"Anaeromassilibacillus_senegalensis","T0",34,23.52941176470588,6.433000776756136e-4,0.0017249091906208918,0,0,0.021872202640970864
"Anaeromassilibacillus_senegalensis","T12",34,14.705882352941178,4.198406035391607e-5,1.442056373246536e-4,0,0,0.0014274580520331464
