SampleType,Time,Rank,Taxon,n_samples,mean_RA_percent,sd_RA_percent,median_RA_percent,Q1_RA_percent,Q3_RA_percent,min_RA_percent,max_RA_percent
sputum,T0,Species,Pseudomonas_aeruginosa,30,14.686157452123242,29.657592456509015,0,0,10.426570714152911,0,98.70303
sputum,T0,Species,UNCLASSIFIED,30,10.728111375070743,15.010856976819886,4.540994810262109,0.2950225,17.722786446428117,0,73.27926000000001
sputum,T0,Species,Staphylococcus_aureus,30,9.905885086289016,26.34127313836328,0,0,0.013137128047035602,0,100
sputum,T0,Species,Achromobacter_xylosoxidans,30,6.1578623972055375,23.4646016239277,0,0,0,0,96.89954031004598
sputum,T0,Species,Rothia_mucilaginosa,30,5.028003434348038,6.150133397648019,2.00473020047302,0,6.809121201043731,0,17.76310945370599
sputum,T0,Species,Streptococcus_pneumoniae,30,3.3333333333333335,18.257418583505537,0,0,0,0,100
sputum,T0,Species,Porphyromonas_bobii,30,3.2812301733277063,7.613821620526624,0,0,1.240903276341551,0,29.36817118954864
sputum,T0,Species,Stenotrophomonas_maltophilia,30,3.1677773167777317,17.35063093552352,0,0,0,0,95.03331950333195
sputum,T0,Species,Streptococcus_mitis,30,2.6103002054556432,5.086321387237898,0.3624375497760539,0,3.800073670977678,0,20.39193
sputum,T0,Species,Cutibacterium_acnes,30,2.5433144125572213,9.986996012529136,0,0,0,0,50.350139999999996
sputum,T0,Species,Prevotella_melaninogenica,30,2.3852247943988067,5.043953879040785,0,0,0.5478545708400332,0,19.137404258778723
sputum,T0,Species,Serratia_marcescens,30,2.3287616666666664,12.755152958866598,0,0,0,0,69.86285
sputum,T0,Species,Bordetella_bronchiseptica,30,2.2399911093342224,12.268936591933745,0,0,0,0,67.19973328002668
sputum,T0,Species,Haemophilus_influenzae,30,1.6482394109358491,6.827661320743996,0,0,0,0,35.005653500565344
sputum,T0,Species,Streptococcus_parasanguinis,30,1.4232896492138505,2.3275489190997374,0.06104471115894902,0,2.201602906444305,0,9.588710958871095
sputum,T0,Species,Streptococcus_salivarius,30,1.2135674685974973,4.153451258989882,0,0,0,0,17.476861747686176
sputum,T0,Species,Dolosigranulum_pigrum,30,1.2039337806358066,6.594216893967076,0,0,0,0,36.118013419074195
sputum,T0,Species,Veillonella_parvula,30,1.1175249272107126,4.742555996965412,0,0,0.10193382935939022,0,26.00546260054626
sputum,T0,Species,Neisseria_subflava,30,1.0093171992611971,3.8906972566505305,0,0,0,0,19.755039999999997
sputum,T0,Species,Rothia_SGB49305,30,1.0081048518394036,1.8790833949601744,0,0,1.265487170946537,0,8.102838379432324
