Query_10306619,WP_192871785.1,99.710,345,1,0,2,346,1,345,0.0,655,99.71
Query_10306619,WP_243260303.1,99.711,346,0,1,2,346,1,346,0.0,653,99.71
Query_10306619,WP_244230355.1,100.000,299,0,0,48,346,1,299,0.0,568,100.00
Query_10306619,HCL2746497.1,100.000,278,0,0,69,346,1,278,0.0,536,100.00
Query_10306619,WP_073658264.1,86.957,345,41,1,2,346,1,341,0.0,514,92.17
Query_10306619,WP_325324099.1,73.121,346,89,3,2,345,1,344,2.42e-168,483,82.37
Query_10306619,WP_339728999.1,73.333,345,90,2,2,345,1,344,9.64e-166,476,82.32
Query_10306619,WP_196914228.1,70.845,343,95,1,2,344,1,338,3.36e-164,472,82.22
Query_10306619,WP_136666139.1,70.640,344,99,2,2,344,1,343,2.25e-162,467,79.94
Query_10306619,WP_090317922.1,69.795,341,98,1,2,342,1,336,3.26e-161,464,82.70
Query_10306619,WP_296217733.1,71.261,341,98,0,2,342,1,341,1.40e-160,462,81.52
Query_10306619,WP_219095348.1,70.088,341,97,2,2,342,1,336,2.03e-160,462,81.23
Query_10306619,WP_003138482.1,70.674,341,95,2,2,342,1,336,9.70e-159,458,81.23
Query_10306619,WP_327438515.1,68.605,344,103,2,2,345,1,339,2.59e-158,457,79.65
Query_10306619,WP_075949353.1,68.622,341,102,1,2,342,1,336,3.41e-157,454,80.06
Query_10306619,WP_447108202.1,67.847,339,104,1,5,343,4,337,6.74e-157,453,80.24
Query_10306619,WP_090238397.1,70.349,344,98,1,2,345,1,340,1.11e-156,452,80.23
Query_10306619,WP_102717099.1,68.622,341,102,1,2,342,1,336,7.23e-156,451,80.35
Query_10306619,WP_427134853.1,66.957,345,109,1,2,346,1,340,1.07e-155,450,79.71
Query_10306619,WP_207886329.1,71.261,341,93,1,2,342,1,336,1.60e-155,450,82.70
Query_10306619,WP_241583428.1,69.186,344,106,0,2,345,1,344,1.75e-155,450,80.23
Query_10306619,WP_434563088.1,71.429,329,89,1,15,343,14,337,2.76e-155,449,81.16
Query_10306619,WP_223436462.1,68.129,342,104,1,2,343,1,337,5.02e-155,448,79.53
Query_10306619,WP_197877072.1,68.622,341,102,1,2,342,1,336,8.11e-155,448,79.77
Query_10306619,WP_308367610.1,68.713,342,105,2,2,342,1,341,8.31e-155,448,82.46
Query_10306619,WP_445579127.1,73.314,341,87,2,2,342,1,337,1.00e-154,447,82.11
Query_10306619,WP_169375163.1,67.449,341,106,1,2,342,1,336,1.01e-154,448,78.89
Query_10306619,WP_427533199.1,63.450,342,120,1,2,343,1,337,1.08e-154,447,79.24
Query_10306619,WP_255838080.1,70.381,341,101,0,2,342,1,341,1.19e-154,447,80.94
Query_10306619,WP_020411330.1,67.160,338,109,2,6,342,6,342,1.21e-154,447,80.18
Query_10306619,WP_416128559.1,65.789,342,109,3,2,342,1,335,1.25e-154,447,80.12
Query_10306619,WP_124311837.1,66.764,343,108,2,1,343,1,337,1.27e-154,447,79.30
Query_10306619,WP_230174449.1,67.251,342,107,1,2,343,1,337,2.07e-154,447,78.36
Query_10306619,WP_285861171.1,68.328,341,103,1,2,342,1,336,6.48e-154,446,78.89
Query_10306619,WP_413425567.1,67.155,341,107,1,2,342,1,336,1.03e-153,445,78.89
Query_10306619,WP_287029147.1,69.208,341,105,0,2,342,1,341,1.08e-153,445,78.89
Query_10306619,WP_101209199.1,64.723,343,116,1,2,344,1,338,1.84e-153,445,78.43
Query_10306619,WP_042554006.1,69.760,334,97,2,11,344,9,338,2.53e-153,444,80.84
Query_10306619,WP_215008712.1,67.055,343,107,2,1,343,1,337,5.38e-153,443,78.13
Query_10306619,WP_026083193.1,69.006,342,99,2,2,342,1,336,6.07e-153,443,80.99
Query_10306619,WP_274074966.1,66.181,343,110,2,1,343,1,337,9.50e-153,442,78.72
Query_10306619,WP_123510445.1,64.928,345,116,1,2,346,1,340,1.06e-152,443,76.81
Query_10306619,WP_072340497.1,65.497,342,113,1,2,343,1,337,1.09e-152,442,76.90
Query_10306619,WP_138968445.1,65.205,342,114,1,2,343,1,337,1.12e-152,442,78.95
Query_10306619,WP_083374719.1,64.431,343,117,1,2,344,1,338,2.46e-152,442,78.43
Query_10306619,WP_173407187.1,65.487,339,112,1,5,343,4,337,3.05e-152,441,77.88
Query_10306619,WP_090307219.1,71.720,343,97,0,2,344,1,343,3.36e-152,441,81.05
Query_10306619,WP_168757494.1,66.667,342,109,1,2,343,1,337,5.01e-152,441,78.95
Query_10306619,WP_236372193.1,68.805,343,102,1,2,344,1,338,5.47e-152,441,79.30
Query_10306619,WP_310333733.1,65.789,342,112,2,2,343,1,337,5.77e-152,441,78.95
Query_10306619,WP_417797197.1,68.129,342,104,2,2,343,1,337,6.39e-152,441,78.07
Query_10306619,WP_332509181.1,67.781,329,101,1,14,342,14,337,1.04e-151,440,79.33
Query_10306619,WP_201022038.1,68.328,341,103,1,2,342,1,336,1.10e-151,440,79.77
Query_10306619,MHR5162456.1,73.333,345,90,2,2,345,1,344,1.25e-151,440,81.45
Query_10306619,WP_298188098.1,68.805,343,103,1,2,344,1,339,1.33e-151,440,79.59
Query_10306619,WP_465908012.1,68.129,342,102,2,2,342,1,336,1.90e-151,439,78.36
Query_10306619,WP_285420645.1,63.953,344,119,1,2,345,1,339,2.53e-151,439,79.94
Query_10306619,WP_074874813.1,65.217,345,114,2,1,345,1,339,2.67e-151,439,79.42
Query_10306619,WP_236531377.1,68.405,326,98,1,19,344,19,339,3.37e-151,439,80.37
Query_10306619,WP_274132300.1,65.698,344,113,1,2,345,1,339,4.19e-151,439,77.91
Query_10306619,WP_481004847.1,68.328,341,103,1,2,342,1,336,1.09e-150,437,79.77
Query_10306619,WP_087092933.1,64.928,345,116,1,2,346,1,340,1.22e-150,437,78.26
Query_10306619,WP_150581987.1,67.251,342,106,2,1,342,1,336,1.32e-150,437,79.53
Query_10306619,WP_353376142.1,66.374,342,113,2,2,342,1,341,1.34e-150,437,78.95
Query_10306619,WP_110639723.1,66.279,344,110,2,1,344,1,338,1.43e-150,437,79.07
Query_10306619,WP_169898675.1,65.882,340,110,1,4,343,2,335,2.10e-150,437,77.94
Query_10306619,MBX9914733.1,69.208,341,105,0,2,342,1,341,5.41e-150,436,79.47
Query_10306619,WP_176514166.1,67.347,343,107,1,2,344,1,338,6.37e-150,436,78.43
Query_10306619,WP_186654228.1,70.060,334,95,1,10,343,10,338,6.38e-150,436,79.94
Query_10306619,WP_434153603.1,65.607,346,113,3,1,345,1,341,1.48e-149,435,77.75
Query_10306619,WP_192406956.1,68.373,332,100,1,11,342,11,337,1.56e-149,434,78.31
Query_10306619,WP_073267822.1,68.343,338,103,1,7,344,3,336,1.75e-149,434,80.77
Query_10306619,WP_461530856.1,65.598,343,112,2,2,344,1,337,1.96e-149,434,79.01
Query_10306619,WP_092345781.1,69.298,342,100,1,2,343,1,337,2.53e-149,434,78.95
Query_10306619,WP_330115230.1,66.959,342,107,2,1,342,1,336,2.72e-149,434,79.82
Query_10306619,WP_183165648.1,66.667,342,109,1,2,343,1,337,2.77e-149,434,79.82
Query_10306619,WP_461889334.1,68.732,339,101,1,6,344,4,337,3.00e-149,434,79.65
Query_10306619,WP_186719055.1,66.570,344,109,2,1,344,1,338,3.05e-149,434,78.78
Query_10306619,WP_230697757.1,71.676,346,94,3,2,345,1,344,4.78e-149,434,82.37
Query_10306619,WP_404624516.1,66.276,341,110,1,2,342,1,336,4.90e-149,433,78.89
Query_10306619,WP_437880304.1,69.817,328,95,1,15,342,15,338,4.93e-149,433,78.96
Query_10306619,WP_077747937.1,69.159,321,94,2,22,342,22,337,5.91e-149,433,81.00
Query_10306619,WP_069518154.1,70.262,343,96,2,1,342,1,338,6.41e-149,433,78.13
Query_10306619,WP_122316414.1,69.971,343,98,1,2,344,1,338,1.22e-148,432,79.01
Query_10306619,WP_150799636.1,65.497,342,112,2,1,342,1,336,1.38e-148,432,78.36
Query_10306619,WP_111531843.1,66.862,341,108,1,2,342,1,336,1.53e-148,432,78.30
Query_10306619,WP_145192136.1,67.544,342,106,1,2,343,1,337,2.12e-148,432,80.12
Query_10306619,WP_480413554.1,67.155,341,107,1,2,342,1,336,2.35e-148,432,80.06
Query_10306619,WP_109751412.1,72.644,329,85,1,15,343,14,337,3.19e-148,431,80.55
Query_10306619,WP_133715678.1,66.765,340,108,1,4,343,2,336,3.71e-148,431,81.18
Query_10306619,WP_245728246.1,68.129,342,102,3,2,343,1,335,4.66e-148,431,79.24
Query_10306619,WP_072458107.1,68.222,343,104,1,1,343,1,338,6.96e-148,431,77.26
Query_10306619,WP_217682072.1,68.622,341,105,1,2,342,1,339,7.65e-148,431,80.65
Query_10306619,WP_274121609.1,67.055,343,107,2,1,343,1,337,7.98e-148,430,79.30
Query_10306619,WP_093216421.1,66.071,336,109,1,7,342,6,336,9.62e-148,430,80.36
Query_10306619,WP_186636989.1,68.529,340,102,1,4,343,2,336,1.52e-147,429,79.71
Query_10306619,WP_103443874.1,67.155,341,107,1,2,342,1,336,2.18e-147,429,77.71
Query_10306619,WP_397488478.1,69.388,343,100,1,2,344,1,338,2.36e-147,429,81.63
Query_10306619,WP_219064670.1,67.251,342,107,1,2,343,1,337,2.38e-147,429,80.41
Query_10306619,WP_136475088.1,67.683,328,101,1,17,344,16,338,2.75e-147,429,79.57


