taxon,lfc_(Intercept),lfc_ppFEV1,lfc_Age,lfc_Sexmale,se_(Intercept),se_ppFEV1,se_Age,se_Sexmale,W_(Intercept),W_ppFEV1,W_Age,W_Sexmale,p_(Intercept),p_ppFEV1,p_Age,p_Sexmale,q_(Intercept),q_ppFEV1,q_Age,q_Sexmale,diff_(Intercept),diff_ppFEV1,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_ppFEV1,passed_ss_Age,passed_ss_Sexmale
Cutibacterium_acnes,-12.76837173413778,0.10028367131048978,0.24096258783706276,-6.620231395801206,2.171522395612989,0.021477033786990417,0.02417552943726772,0.2394883733169365,-5.879917130918401,4.669344580127075,9.96721037536442,-27.643226700780406,0.10724407707513285,0.1343113853522827,0.06365838646949752,0.02301982664951852,0.5379000950868429,0.5103832643386743,0.5039622262168554,0.10413731103353616,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Staphylococcus_aureus,-20.3541607513861,0.17742188985399823,0.20370002871968476,-3.2604177150504094,2.106064637434469,0.02090395696597568,0.02352936046153587,0.2529892363990465,-9.664547036970713,8.487478717200716,8.657270096766085,-12.887574829103272,6.41277947381675e-4,0.0010565179482025506,9.79380697925737e-4,2.0904142894314785e-4,0.06092140500125912,0.10036920507924231,0.09304116630294501,0.004964733937399762,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Streptococcus_mitis,0.3199380629586523,-0.006688960090788181,-0.01084297844162608,-1.2030026336372095,1.990387237777795,0.019808818888999706,0.023158723369055154,0.3608476454635075,0.16074161695080658,-0.3376758669090924,-0.4682027704564468,-3.3338242573038186,0.8749712184000726,0.7414410315849007,0.6480293421070297,0.0059557894095761095,1,1,1,0.03771999959398203,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Streptococcus_sanguinis,-6.284586855193477,0.055541960536043135,0.021264701551526752,0.06578494459351114,2.1728843930658504,0.02138613595525702,0.024989154289654175,0.3339525653749658,-2.892278519395219,2.5971012553293957,0.8509572314870458,0.19698888828611644,0.06289617988194326,0.08057746137167547,0.45732333139511355,0.8564267968540944,0.42679550634175784,0.42513835060865746,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_sp_ICM47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Lancefieldella_parvula,3.8823796311515317,-0.04997909930262281,-0.041778188300778854,-0.28674454137877337,2.1117213834864335,0.020981957380140907,0.02403442836217386,0.3323745369276147,1.8384904663615032,-2.382003661389916,-1.7382642795253946,-0.862715128629788,0.11561977455751432,0.05461863305354729,0.13282875747234785,0.42143344126253834,0.5436120842332393,0.3459180093391328,0.630986612561611,0.9099131118168442,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Schaalia_odontolytica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_salivarius,4.1820802590000214,-0.020305809249581558,-0.12027549153080275,-0.45046557156120237,2.1436547522742346,0.02114191607678139,0.023860625303205492,0.2771304553130613,1.9509112904320023,-0.9604526465735966,-5.040751866408323,-1.6254639752687323,0.14614355525583533,0.4076803370116612,0.015053491452572515,0.20253423718419664,0.5784849062210149,1,0.23834694799906483,0.4692866471341141,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_graevenitzii,4.9338828486298985,-0.018929189706828102,-0.3116797950151171,8.406785892907148,2.18495189940263,0.0216055408868802,0.024319017647572858,0.2293533897097244,2.2581196638602576,-0.8761266290872036,-12.816298730973786,36.65429102027659,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Solobacterium_moorei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Gemella_sanguinis,-1.7725901757092974,0.007765358542519182,-0.006192203576071607,0.0389864439773865,2.1083059728597187,0.021108840625715098,0.023599373223749397,0.29828470027669435,-0.840765144399295,0.36787233748211207,-0.2623884760566454,0.13070212431687567,0.432701827038799,0.725597158039256,0.8017984091558217,0.9002830842783055,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Shuttleworthia_satelles,-0.02330152436122347,-0.041610389271907536,0.052476261043451516,NA,2.2054283869815365,0.021804176655795916,0.024539934398063613,NA,-0.01056553207475267,-1.908367829190505,2.1384026620540717,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_australis,4.291972035338527,-0.08341198724466586,-0.052787100862953934,2.6405222963851145,2.1290597845651256,0.021031451821636404,0.023906138029010978,0.2736613040860588,2.015900195219361,-3.9660594024638183,-2.2080982214230858,9.64886981447236,0.1371985157647961,0.028639467970523174,0.11430423568299526,0.0023631870089586755,0.5666895216372013,0.26802940897451805,0.630986612561611,0.020409342350097653,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Schaalia_SGB17157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_sp_ph3,1.5478879124375808,-0.027180901214750103,0.0017674671079928026,-0.6682985292448095,2.092333649435026,0.020535029938500312,0.023476245942989447,0.2696318474878099,0.7397901920927109,-1.3236358211384787,0.07528746769330083,-2.478559322540797,0.487352348217608,0.23381996720348847,0.9424334735276154,0.0478987531862114,1,0.7404298961443802,1,0.15690970871345114,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Veillonella_dispar,-0.18300100386944593,-0.0032318141354608777,-0.02023935404455051,-0.8235540180422508,2.2372964675960114,0.021647267173707907,0.02659944706006318,0.3980504529203931,-0.08179559862537199,-0.14929432475366397,-0.760893788462926,-2.0689689259239583,0.9387386597311458,0.8885461684829936,0.4891056979204227,0.1073554872679613,1,1,1,0.28329920251267565,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Actinomyces_oris,0.12573709722199888,0.010619768042641678,-0.04834268321929153,-1.7024345812862436,2.1541099152314866,0.021385304433809413,0.024185239923750254,0.30924016275212435,0.05837078987145687,0.49659185706293707,-1.9988506780045756,-5.505218229531373,0.9571237840753177,0.6535849313248324,0.1394812511978298,0.011798418286538307,1,1,0.630986612561611,0.05953023569104856,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_parasanguinis,-1.855494406314288,0.00810045620971275,0.032138315124696795,-1.312033483280309,2.0318636908221506,0.020342822272256592,0.023096325281920703,0.32498905886704793,-0.9131982694978429,0.39819726591035004,1.3914904095091682,-4.037162013558919,0.3807182358877156,0.6981044689968418,0.19157577388187993,0.0019579318354600362,1,1,0.7912912399468953,0.018600352436870343,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Abiotrophia_defectiva,-9.20197598988305,0.11461542356151082,-0.0019483906282131806,-1.7943068458778269,2.123066478673318,0.020997858125231854,0.023691355477902742,0.22822025210182295,-4.3342853755730095,5.45843404017405,-0.0822405720951877,-7.862171868416294,0.022655763815969666,0.012081791346183776,0.9396352090605966,0.004286582605107492,0.24783921787330335,0.26802940897451805,1,0.03393544562376764,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Abiotrophia_sp_HMSC24B09,-16.993100483809627,0.2014204348221068,-0.07481210822737977,0.5582309727875464,2.18495189940263,0.0216055408868802,0.024319017647572858,0.2293533897097244,-7.777333903073827,9.322628666261155,-3.076280025432949,2.4339338236686103,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Mogibacterium_diversum,-9.129493529641483,0.053454805684463966,0.07494062020196829,2.7067666436415894,2.1347842569399993,0.021084121843045815,0.024000173997278093,0.25353160282185816,-4.276541528710589,2.5353109834211565,3.1225032039545817,10.676249483357214,0.023479504851155054,0.08502767012173149,0.05236953398299355,0.0017565691926361925,0.24783921787330335,0.42513835060865746,0.49751057283843875,0.0185415637000487,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
Actinomyces_SGB17132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Rothia_aeria,20.750168899999434,-0.2535203593379913,0.01150453513124203,0.46806153507557136,2.18495189940263,0.0216055408868802,0.024319017647572858,0.2293533897097244,9.496853869264843,-11.734043626370843,0.47306742805008944,2.0407875186321083,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Scardovia_wiggsiae,3.0112992328853907,-0.04551715208784568,-0.0063935948829722,-0.7727721807530641,2.1643175539450152,0.02140505356094215,0.02409897417864211,0.22816712233074227,1.3913389129966338,-2.1264675632907983,-0.2653056862743382,-3.386869119701143,0.3967335201430152,0.27984319283206743,0.834904543329657,0.18277393322327704,1,0.8307844787202002,1,0.434088091405283,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Granulicatella_SGB8255,-1.3858166216199788,0.007667030721271223,-0.018425183992368456,-0.07042811172280533,1.9649982577277634,0.01941331710691688,0.022452001762310284,0.33041745620931945,-0.7052508144320064,0.3949366653336896,-0.82064771718032,-0.21314888302447654,0.49411682950836433,0.6998195777422606,0.4278486301240664,0.8347890504035641,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
Granulicatella_adiacens,-7.064745723897222,0.058196499269001986,0.06558324092883021,-1.3488009436531616,2.14974184079688,0.021300374238687893,0.023930815414924603,0.23721227708247983,-3.28632284576013,2.7321820084878894,2.7405351548501273,-5.686050318484052,0.08144189234212591,0.11191715398293367,0.11134548752492271,0.02956509795727774,0.5157986515001307,0.48327861947175904,0.630986612561611,0.12211670895397327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Actinomyces_naeslundii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Gemella_haemolysans,-17.594763426083293,0.15197372326462757,0.097629983150309,2.081688451074716,2.1959067877685063,0.021450167836143712,0.025641290120082868,0.3466051758112115,-8.012527455212796,7.084966627093266,3.8075300693954897,6.005935849638228,0.004058169559664262,0.005783033198287675,0.031841331128318426,0.009246942606511606,0.09638152704202622,0.26802940897451805,0.4293151174418776,0.05490372172616266,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Rothia_mucilaginosa,-1.5365066365572013,0.011544457912624312,-0.016759061128460064,-0.22205531472559653,1.9444835571635866,0.01890142082665459,0.022163185057414155,0.38400667019668233,-0.7901875183755731,0.6107719635734704,-0.7561666378295987,-0.5782590042299609,0.44030236169730985,0.5494302419113498,0.4599002826195502,0.570670995598882,1,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Parvimonas_micra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_infantis,-2.9637595137844595,0.03825241440025594,0.01958556142053361,-1.519677648923611,2.110972424694895,0.02087120412354692,0.0236509365674483,0.27290369856990093,-1.403978317818538,1.8327842597782613,0.8281093378555662,-5.568549114164402,0.23300217677964116,0.140771931696993,0.45415664526638755,0.005094942573724741,0.819822473854293,0.5143589812005513,1,0.03457282460741789,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
