taxon,lfc_(Intercept),lfc_GGT,lfc_Age,lfc_Sexmale,se_(Intercept),se_GGT,se_Age,se_Sexmale,W_(Intercept),W_GGT,W_Age,W_Sexmale,p_(Intercept),p_GGT,p_Age,p_Sexmale,q_(Intercept),q_GGT,q_Age,q_Sexmale,diff_(Intercept),diff_GGT,diff_Age,diff_Sexmale,passed_ss_(Intercept),passed_ss_GGT,passed_ss_Age,passed_ss_Sexmale
Cutibacterium_acnes,-1.4178323917795332,0.17127861324709934,0.06204492710469941,-4.756427601031586,0.2555012410189818,6.45125696219515e-4,0.007902507104731804,0.20691506323306771,-5.5492191980163375,265.4964982030709,7.851296592640658,-22.987343341330245,0.11350422088155268,0.002397834872337792,0.08065042150689386,0.027676910278931745,0.2995250273263196,0.007854976305934146,0.28377000159833027,0.1095544365207715,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Staphylococcus_aureus,-1.9782118881639812,0.16406719413860515,0.0892655281784826,-5.335841139604355,0.38652041239405294,6.264108277333821e-4,0.009118117067920163,0.25260442699595076,-5.118001080230707,261.91628061773656,9.789908104222665,-21.123308102948997,0.006895700875207685,1.2748499368220353e-9,6.101209689135799e-4,2.9692198495620798e-05,0.043036031124385664,6.055537199904668e-8,0.057961492046790096,0.002820758857083976,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Streptococcus_mitis,0.6862220697581428,-0.00732875505333839,-0.015547194532269291,-0.18097651250002386,0.3442630170462209,8.435141516697294e-4,0.010526046870349177,0.3352602393990924,1.9933075462067722,-8.688360519893092,-1.4770212144945114,-0.5398090534815558,0.06946550576255278,1.599331820837805e-6,0.16542693629360708,0.599203156169378,0.19409479551301512,1.6881835886621276e-5,0.44901596993979065,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Streptococcus_sanguinis,0.9404719169079103,-0.015572186033342698,-0.0205668337963493,0.29109566677975635,0.33090550063937596,7.717596791691115e-4,0.009403819184147738,0.3096076976993895,2.8421162993384197,-20.17750661722566,-2.1870724429728874,0.9402081051046501,0.06553235709511637,2.66097837579867e-4,0.1165735791722321,0.41647212786247506,0.19409479551301512,0.0013304891878993348,0.353937398985025,0.8992011851576166,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Actinomyces_sp_ICM47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Lancefieldella_parvula,-0.0209330348126221,-3.618579818028359e-4,-0.018539933655577715,0.9487820382707881,0.344607529617577,8.223152233968469e-4,0.01020722557621128,0.3667710209801059,-0.06074456595841716,-0.44004777183628074,-1.816353867870467,2.586851152349496,0.9535354614006797,0.6753114020247248,0.11922101860548211,0.041386619431303895,1,1,0.353937398985025,0.13780094463065343,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Schaalia_odontolytica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Streptococcus_salivarius,-3.209041994112933,0.2756685387832586,0.010488560878268762,-2.0656652912120648,0.25657038252446435,5.839275427944415e-4,0.007740728530187151,0.17485745113426715,-12.507452974650908,472.0937420831705,1.3549836862726377,-11.813424465543136,0.001101689306037887,2.0959407438668824e-8,0.2684254411199129,0.0013039239841719976,0.019490762263134575,3.3185728444558973e-7,0.6177066134014413,0.011999720894435245,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
Actinomyces_graevenitzii,-5.869451543038956,0.4606025993639352,-0.2681624002230025,11.11778208150837,0.25458426456609823,5.800695406579408e-4,0.007861407861417383,0.16041781243902137,-23.055044478269622,794.04720827351,-34.11124380648199,69.30515952356915,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Solobacterium_moorei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Gemella_sanguinis,-0.734076511077616,0.00995128800697332,-0.0022061314002278323,0.7627581255401412,0.28628728497566447,0.00065043804472827765,0.008247179467164195,0.2354207357336298,-2.5641254418267834,15.299363386916427,-0.2675013207862704,3.239978514055682,0.042671025082959724,4.924931195474077e-6,0.7980408338847121,0.017687366622259542,0.150138791958562,3.898903863083645e-5,1,0.08843683311129771,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Shuttleworthia_satelles,-1.5635893530605804,7.93953673945008e-4,0.02373719826249362,NA,0.25659663875804184,5.846376630577216e-4,0.007923907484925889,NA,-6.093569115435566,1.3580269012990709,2.9956430344057243,NA,1,1,1,1,1,1,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
